company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 108114,C 108114,Aspire Documentation Services & Consultancy Ltd.,26-03-2024,Active,"['ST RITA', 'TRIQ MORONI', 'GZIRA', 'GZR 1040', 'Malta']"
C 108115,C 108115,VentureVest Capital Ltd.,26-03-2024,Active,"['37', 'TRIQ DUN MIKIEL XERRI', 'ATTARD', 'ATD 2023', 'Malta']"
C 108116,C 108116,FLY-COOP MALTA LTD.,25-03-2024,Active,"['54', 'TRIQ MARSAMXETT', 'VALLETTA', 'VLT 1853', 'Malta']"
C 108117,C 108117,The Zest Agency Ltd.,26-03-2024,Active,"['PENDERGARDENS BUSINESS CENTRE APT 112', ""TRIQ SANT'ANDRIJA"", 'SAN GILJAN', 'STJ 9023', 'Malta']"
C 108118,C 108118,GOZO CARE LIMITED,25-03-2024,Active,"['RAXX THE PENTHOUSE', 'TRIQ IS- SAGHTRIJA', 'ZEBBUG, GHAWDEX', 'ZBB 1450', 'Malta']"
C 108119,C 108119,Alpha AI Limited,26-03-2024,Active,"['40 VILLA FAIRHOLME', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1095', 'Malta']"
C 108120,C 108120,Azymuth Holding Ltd.,26-03-2024,Active,"['NOUV', 'TRIQ MRO FRANK GALEA', 'ZEBBUG', 'ZBG 9019', 'Malta']"
C 108121,C 108121,DACA Concept Holdings Ltd.,26-03-2024,Active,"['14 CHESTNUT GROVE', 'TRIQ IL- QRONFOL', 'SAN GWANN', 'SGN 1351', 'Malta']"
C 108122,C 108122,JR-Offshore Limited,26-03-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108123,C 108123,BE Catering Limited,26-03-2024,Active,"['101 OFFICE', 'TRIQ VICTOR DENARO', 'MSIDA', 'MSD 1604', 'Malta']"
C 108124,C 108124,Virgo Energy Limited,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108125,C 108125,Yarrow Energy LIMITED,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING MARINA SEAFRONT', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108126,C 108126,Unison Energy Limited,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108127,C 108127,Love T Yachting LIMITED,25-03-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L -ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108128,C 108128,G.L. Experts Limited,25-03-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108129,C 108129,Energetika LTD.,25-03-2024,Active,"['133', 'TRIQ IL- KOPPLA', 'FGURA', 'FGR 1513', 'Malta']"
C 108130,C 108130,Worldwide CKP Malta Limited,18-03-2024,Active,"['99, IL-FAWWARA,', 'TRIQ IL- BAHAR L-ISWED', 'SAN GILJAN', 'STJ 1852', 'Malta']"
C 108131,C 108131,Huali Worldwide Limited,27-03-2024,Active,"['TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108132,C 108132,Sphinx Pastizzeria Limited,27-03-2024,Active,"['2 VILLA RIVIERA', 'DAWRET IN- NAWFRAGJU', 'SAN PAWL IL-BAHAR', 'SPB 4801', 'Malta']"
C 108133,C 108133,Dev1 Ltd.,27-03-2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 108134,C 108134,SOM Racing Ltd.,27-03-2024,Active,"['10 CORPORATE HOUSE', 'TRIQ L- ORATORJU', 'NAXXAR', 'NXR 2504', 'Malta']"
C 108135,C 108135,Zulu Energy Limited,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108136,C 108136,Mc NT Ltd.,5/3/2024,Active,"['104', 'TRIQ AMLETO SPITERI', 'QORMI', 'QRM 1911', 'Malta']"
C 108137,C 108137,Kingswell Innovation Ltd.,27-03-2024,Active,"['VIEWPOINT APARTMENTS BLOCK C FLAT 59 TA GIORNI', 'TRIQ CHARLES SCIBERRAS', 'SAN GILJAN', 'STJ 1594', 'Malta']"
C 108138,C 108138,Optilead Limited,27-03-2024,Active,"['SOHO THE STRAND FAWWARA BUILDING OFFICE 7', 'TRIQ L- IMSIDA', 'GZIRA', 'GZR 1401', 'Malta']"
C 108139,C 108139,Timber Energy LIMITED,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING MARINA SEAFRONT', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108140,C 108140,Sierra Energy Limited,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108141,C 108141,Whiskey energy Limited,27-03-2024,Active,"['216 LEVEL 6 ROSA MARINA BUILDING', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 108142,C 108142,COG LIMITED,27-03-2024,Active,"['3RD FLOOR SPINOLA PARK', 'TRIQ MIKIELANG BORG', 'SAN GILJAN', 'SPK 1000', 'Malta']"
C 108143,C 108143,Overflow Management Ltd.,27-03-2024,Active,"['36 FLAT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108144,C 108144,Marlow & Clayton Associates Ltd.,26-03-2024,Active,"['1A GRAVEL ROW', 'TRIQ REGGIE MILLER', 'GZIRA', 'GZR 1544', 'Malta']"
C 108145,C 108145,T. P. Consultancy Limited,27-03-2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 3 SUITE D', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108146,C 108146,PRESTON MARITIME LIMITED,27-03-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108147,C 108147,BIRMINGHAM MARITIME LIMITED,27-03-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108148,C 108148,EDINBURGH MARITIME LIMITED,27-03-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108149,C 108149,GLASGOW MARITIME LIMITED,27-03-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108150,C 108150,Vista 2024-1 N Limited,27-03-2024,Active,"['SKYPARKS BUSINESS CENTRE LEVEL 4', 'MALTA INTERNATIONAL AIRPORT', 'LUQA', 'LQA 4000', 'Malta']"
C 108151,C 108151,RealTime Services Ltd.,27-03-2024,Active,"['CENTRAL NORTH BUSINESS CENTRE LEVEL 4', 'SQAQ IL- FAWWARA', 'SLIEMA', 'SLM 1670', 'Malta']"
C 108152,C 108152,Aviet Training Limited,28-03-2024,Active,"['AIRWAYS BUILDING 1', 'TRIQ GANNI VASSALLO', 'LUQA', 'LQA 1510', 'Malta']"
C 108153,C 108153,Notable Finance Ltd.,28-03-2024,Active,"[""61 L'ETOILE APARTMENT 3"", 'TRIQ GERRY ZAMMIT', 'GZIRA', 'GZR 1662', 'Malta']"
C 108154,C 108154,MELA CATERING LTD.,28-03-2024,Active,"['13 MELA', 'TRIQ L- ISQOF GUZEPPI PACE', 'MARSALFORN, GHAWDEX', 'MFN 1131', 'Malta']"
C 108155,C 108155,Darmanin Developments Limited,28-03-2024,Active,"['GALLARIJA DARMANIN', 'TRIQ DUN KARM', 'IKLIN', 'IKL 9022', 'Malta']"
C 108156,C 108156,Adriaship Malta Ltd.,22-03-2024,Active,"['NO 2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108157,C 108157,Sunflower Gaming Limited,20-03-2024,Active,"['SOHO THE STRAND FAWWARA BUILDING', 'TRIQ L- IMSIDA', 'GZIRA', 'GZR 1401', 'Malta']"
C 108158,C 108158,AG TOOLS Limited,26-03-2024,Active,"['72', 'TRIQ MATTIA PRETI', 'RABAT, GHAWDEX', 'VCT 2833', 'Malta']"
C 108159,C 108159,LEAD CHILDCARE GROUP LIMITED,25-03-2024,Active,"['BINJA HESRI ENT D FL 6', 'TRIQ DUN ANTON VELLA', 'SIGGIEWI', 'SGW 3236', 'Malta']"
C 108160,C 108160,SERAPHIM LTD.,1/4/2024,Active,"['3 VILLA COSTA DEL SOL FLAT 2', 'TRIQ L- ILQUGH', 'SWIEQI', 'SWQ 3421', 'Malta']"
C 108161,C 108161,Bigpot Gaming Limited,1/4/2024,Active,"['LEVEL 3 (SUITE NO. 3065) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108162,C 108162,COASTAL COMFORT STAYS LIMITED,1/4/2024,Active,"['THE WHISPERS', 'TRIQ ROSS', 'SAN GILJAN', 'STJ 3109', 'Malta']"
C 108163,C 108163,Mediterranean Hospitality Management Ltd.,1/4/2024,Active,"['ST. LAZARUS BUILDING', 'TRIQ L- IMDINA', 'ZEBBUG', 'ZBG 9015', 'Malta']"
C 108164,C 108164,Valletta Voyages Limited,1/4/2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108165,C 108165,ATJ Holdings LIMITED,1/4/2024,Active,"['42', 'TRIQ L- IXPRUNARA', 'GHAJNSIELEM, GHAWDEX', 'GSM 1213', 'Malta']"
C 108166,C 108166,SVZS (Pty) Limited,1/4/2024,Active,"['LEVEL 5 ST JULIANS BUSINESS CENTRE', 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3153', 'Malta']"
C 108167,C 108167,M.SULTANA LTD.,25-03-2024,Active,"['40A', 'TRIQ JANNAR', 'XAGHRA, GHAWDEX', 'XRA 1804', 'Malta']"
C 108168,C 108168,Boatoss666 Servicing Ltd.,1/4/2024,Active,"['LEVEL 2 HALMANN BUSINESS CENTRE', 'Triq il- Mosta', 'LIJA', 'LJA 9016', 'Malta']"
C 108169,C 108169,Osso7171 Energy Technology Management LTD.,1/4/2024,Active,"['LEVEL 2 HALMANN BUSINESS CENTRE', 'Triq il- Mosta', 'LIJA', 'LJA 9016', 'Malta']"
C 108170,C 108170,Sea Cedar Limited,1/4/2024,Active,"['SMARTCITY MALTA SCM02 UNIT 301', 'RICASOLI', 'KALKARA', 'SCM 1001', 'Malta']"
C 108171,C 108171,TDEther Limited,2/4/2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 3 SUITE D TRIQ IS-SALIB TAL-IMRIEHEL', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108172,C 108172,E Sports Tickets Hub LIMITED,2/4/2024,Active,"['LEVEL 2B CENTRIS BUSINESS GATEWAY II TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108173,C 108173,Crown IK Limited,2/4/2024,Active,"['120 MARINA COURT FL1', 'TRIQ TAS- SLIEMA', 'GZIRA', 'GZR 1630', 'Malta']"
C 108174,C 108174,Callisto Shipping Limited,26-03-2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 4', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108175,C 108175,A.R.E.I. LIMITED,28-03-2024,Active,"['97', 'TRIQ WINDSOR', 'SLIEMA', 'SLM 1853', 'Malta']"
C 108176,C 108176,360 Operational Services Limited,2/4/2024,Active,"['HORECA BUILDING 3RD FLOOR', 'TRIQ L- IMGARR', 'XEWKIJA, GHAWDEX', 'XWK 9012', 'Malta']"
C 108177,C 108177,ATL BUSINESS CENTRE LTD.,2/4/2024,Active,"['89', 'TRIQ IL- KANUN', 'SANTA VENERA', 'SVR 9035', 'Malta']"
C 108178,C 108178,Stryker Malta International Limited,28-03-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108179,C 108179,EMMEPI WORKS LTD.,1/4/2024,Active,"['LEVEL 2 HALMANN BUSINESS CENTRE', 'Triq il- Mosta', 'LIJA', 'LJA 9016', 'Malta']"
C 108180,C 108180,MGB Ventures Limited,2/4/2024,Active,"['CONSCARM', ""TRIQ TA' L- IBRAG"", 'SWIEQI', 'SWQ 2039', 'Malta']"
C 108181,C 108181,VIRA VIRA HOLDING LIMITED,28-03-2024,Active,"['CASA ROMA', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1099', 'Malta']"
C 108182,C 108182,BVN SERVICES LTD.,3/4/2024,Active,"['BLOCK 15 BIEB B FLAT 15', 'TRIQ R. CARUANA DINGLI', 'SAN GWANN', 'SGN 1039', 'Malta']"
C 108186,C 108186,Bastin Sales and Services Holding Ltd.,3/4/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108187,C 108187,Harfin Invest Ltd.,3/4/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108188,C 108188,Master Fitter Limited,3/4/2024,Active,"['168', 'TRIQ SALVU PSAILA', 'BIRKIRKARA', 'BKR 4019', 'Malta']"
C 108189,C 108189,HE Properties Limited,3/4/2024,Active,"['4', 'TRIQ KAN. G. GATT SAID', 'RABAT', 'RBT 2101', 'Malta']"
C 108190,C 108190,TheThree3A Limited,3/4/2024,Active,"['151', 'TRIQ SAN GILJAN', 'SAN GWANN', 'SGN 1511', 'Malta']"
C 108192,C 108192,SEVEN SKIES HOLDING LTD.,3/4/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108193,C 108193,Pro Marine Limited,3/4/2024,Active,"['51/1', 'TRIQ ANTONIO SCIORTINO', 'MSIDA', 'MSD 1302', 'Malta']"
C 108194,C 108194,EDUCATIONAL VANGUARDS LIMITED,3/4/2024,Active,"['11 MARINE COURT BLK. E FL. 9', ""TRIQ TA' GIDWET"", 'MARSASKALA', 'MSK 3610', 'Malta']"
C 108195,C 108195,Ducata Distribution Ltd.,3/4/2024,Active,"['MK BUSINESS CENTRE 115A FLOOR 2', 'TRIQ IL- WIED', 'BIRKIRKARA', 'BKR 9022', 'Malta']"
C 108196,C 108196,Mingle Minds AI Limited,3/4/2024,Active,"['56 CENTRAL BUSINESS CENTRE', 'TRIQ IS- SOLL', 'SANTA VENERA', 'SVR 1833', 'Malta']"
C 108197,C 108197,The Live Market Ltd.,1/4/2024,Active,"['BLOCK C FAIRVIEW FLAT 01', 'TRIQ LIBERAT GRECH', 'XAGHRA, GHAWDEX', 'XRA 1603', 'Malta']"
C 108198,C 108198,Yottamatrix Ltd.,1/4/2024,Active,"['103', 'TRIQ L- ARCISQOF', 'VALLETTA', 'VLT 1446', 'Malta']"
C 108199,C 108199,40 Real Estate & Investment Holding LTD.,4/4/2024,Active,"['PREMIERE BUSINESS CENTRE SUITE 1 LEVEL 2', 'TRIQ IL- KOSTITUZZJONI', 'MOSTA', 'MST 1750', 'Malta']"
C 108201,C 108201,Crescent Construction Ltd.,4/4/2024,Active,"[""IL-KENN TA' MARIA FLAT 5"", ""TRIQ GUZE' EBEJER"", 'DINGLI', 'DGL 1557', 'Malta']"
C 108202,C 108202,Depf Limited,2/4/2024,Active,"['TOP FLAT VILLA BOLOGNA', ""TRIQ SANT'ANTON"", 'ATTARD', 'ATD 1282', 'Malta']"
C 108203,C 108203,DE CALCIS LTD.,1/4/2024,Active,"['10 PATIENT WIND', 'TRIQ IL- LBIC', 'MADLIENA', 'SWQ 1422', 'Malta']"
C 108204,C 108204,Global Hospitality Partners Limited,4/4/2024,Active,"['23', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108205,C 108205,Arte Caballero Ltd.,2/4/2024,Active,"['LEVEL 2 HAL MANN BUSINESS CENTRE', 'Triq il- Mosta', 'LIJA', 'LJA 9016', 'Malta']"
C 108206,C 108206,Sofi Sportif Limited,2/4/2024,Active,"['168', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1467', 'Malta']"
C 108207,C 108207,Comma Malta Limited,4/4/2024,Active,"['VALLETTA BUILDINGS 2ND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108208,C 108208,BILMAR Ltd.,4/4/2024,Active,"['3 BILOM', 'TRIQ MRO FRANK GALEA', 'ZEBBUG', 'ZBG 9060', 'Malta']"
C 108209,C 108209,Cherry Online Ltd.,20-03-2024,Active,"['MEZZANINE OFFICE THE GEORGE HOTEL', 'TRIQ BALL', 'Paceville', 'STJ 3123', 'Malta']"
C 108210,C 108210,Aqua Club International Ltd.,5/4/2024,Active,"['39 FL 1', 'TRIQ L- ASSEDJU L-KBIR 1565', 'MELLIEHA', 'MLH 1905', 'Malta']"
C 108214,C 108214,EduWW LTD.,5/4/2024,Active,"['CENTRAL BUSINESS CENTRE 56', 'TRIQ IS- SOLL', 'SANTA VENERA', 'SVR 1833', 'Malta']"
C 108215,C 108215,BRINCAT ENGINEERING AND ASSOCIATES LIMITED,5/4/2024,Active,"['297', 'TRIQ SAN GILJAN', 'BIRKIRKARA', 'BKR 2801', 'Malta']"
C 108217,C 108217,Window Innovation Holding Limited,5/4/2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 108218,C 108218,ESMI SPV 9 LIMITED,5/4/2024,Active,"['VISION EXCHANGE BUILDING TERRITORIALS STREET ZONE 1', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1070', 'Malta']"
C 108219,C 108219,ESMI SPV 10 LIMITED,5/4/2024,Active,"['VISION EXCHANGE BUILDING TERRITORIALS STREET ZONE 1', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1070', 'Malta']"
C 108220,C 108220,ESMI SPV 11 LIMITED,5/4/2024,Active,"['VISION EXCHANGE BUILDING TERRITORIALS STREET ZONE 1', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1070', 'Malta']"
C 108221,C 108221,Envision Co. Ltd.,5/4/2024,Active,"['SUITE 2 VARANA COURT P/H10', 'TRIQ IL- FUHHAR L-AHMAR', 'MGARR', 'MGR 2010', 'Malta']"
C 108223,C 108223,MNA Real Estate Ltd.,5/4/2024,Active,"['93', 'TRIQ IS- SALVATUR', 'MARSAXLOKK', 'MXK 1481', 'Malta']"
C 108225,C 108225,Amadou Yachting Limited,9/4/2024,Active,"['EWROPA BUSINESS CENTRE LEVEL 3-701', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108226,C 108226,VALLETTA JAZZ CLUB LTD.,9/4/2024,Active,"['97/98', 'STRAIT STREET', 'VALLETTA', 'VLT 1460', 'Malta']"
C 108227,C 108227,AGV HR Management Limited,9/4/2024,Active,"['41&42 J & J BOAT YARD', ""Ta' Ghadajma, Limiti tal-"", 'IMQABBA', 'MQB 9090', 'Malta']"
C 108228,C 108228,SEVEN SKIES TRADING LTD.,9/4/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108229,C 108229,Lucida Luxury Maritime Ltd.,8/4/2024,Active,"['VAULT 14 LEVEL 2', 'XATT PINTO', 'FLORIANA', 'FRN 1914', 'Malta']"
C 108230,C 108230,Fenati Assets Holding Ltd.,9/4/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108231,C 108231,Blue Willow Commodities Limited,9/4/2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 108233,C 108233,Proteo Sailing Experience Ltd.,8/4/2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108234,C 108234,LOU CARE ENTERPRISE HOLDING LTD.,27-03-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108235,C 108235,Moso Invest Limited,9/4/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108236,C 108236,AquaQuest Ltd.,2/4/2024,Active,"['166', 'TRIQ FISHER', 'MGARR', 'MGR 9052', 'Malta']"
C 108237,C 108237,De Valier Ventures Limited,9/4/2024,Active,"['FAIRLINE CENTRE', 'TRIQ SANTA MARTA', 'RABAT, GHAWDEX', 'VCT 2552', 'Malta']"
C 108238,C 108238,Mediterranean College of Sport (Operations) Ltd.,8/4/2024,Active,"['THE THREE ARCHES', 'TRIQ VALLETTA', 'MOSTA', 'MST 9016', 'Malta']"
C 108241,C 108241,MadisaScript Ltd.,10/4/2024,Active,"['NOUV', 'TRIQ MRO FRANK GALEA', 'ZEBBUG', 'ZBG 9019', 'Malta']"
C 108242,C 108242,WaterEdge Consulting Limited,8/4/2024,Active,"['Burseley Terrace 11', 'TRIQ L- GHAMAD', 'SWIEQI', 'SWQ 3462', 'Malta']"
C 108243,C 108243,MARISUN GROUP LIMITED,10/4/2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108244,C 108244,NELA STAR LIMITED,9/4/2024,Active,"['18/2', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108245,C 108245,MGMNordic LIMITED,8/4/2024,Active,"['LEOVEGAS LEVEL 7 THE PLAZA BUSINESS CENTRE', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108246,C 108246,Winzen Limited,8/4/2024,Active,"['LEOVEGAS LEVEL 7 THE PLAZA BUSINESS CENTRE', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108247,C 108247,SUNDERLAND MARITIME LIMITED,8/4/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108248,C 108248,BLACKPOOL MARITIME LIMITED,8/4/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108249,C 108249,HORNSEA MARITIME LIMITED,8/4/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108250,C 108250,Myntet Limited,10/4/2024,Active,"['EWROPA BUSINESS CENTRE LEVEL 3-701', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108251,C 108251,LH EDU Global Limited,10/4/2024,Active,"['LEVEL 3 (SUITE 3312) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108252,C 108252,JU22 Skincare Technologies Ltd.,10/4/2024,Active,"['1 MEDITERRANEA SUNFIRE', 'TRIQ IT- TIMU', 'IKLIN', 'IKL 1630', 'Malta']"
C 108253,C 108253,Novatatra Ltd.,10/4/2024,Active,"['97', 'TRIQ WINDSOR', 'SLIEMA', 'SLM 1853', 'Malta']"
C 108254,C 108254,Sardo Holding Ltd.,10/4/2024,Active,"['36 FLT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108255,C 108255,Pearl 82 Malta Ltd.,10/4/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108256,C 108256,BA Charters Limited,11/4/2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 108257,C 108257,BIB Global Technology Company Limited,11/4/2024,Active,"['23', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108258,C 108258,Softset Ltd.,11/4/2024,Active,"['MK BUSINESS CENTRE 115A FLOOR 2', 'TRIQ IL- WIED', 'BIRKIRKARA', 'BKR 9022', 'Malta']"
C 108259,C 108259,ALEXANDRETTA OVERSEAS SHIPPING Limited,9/4/2024,Active,"['LEVEL 6 SUITE 1 THE PLAZA COMMERCIAL CENTRE', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108261,C 108261,MFF Ventures LTD.,11/4/2024,Active,"['HANGAR', 'Triq Tat- Trunciera', 'MARSAXLOKK', 'MXK 1522', 'Malta']"
C 108262,C 108262,SG ADR MT LTD.,10/4/2024,Active,"['52/54', 'TRIQ L- IMHALLEF PAOLO DEBONO', 'MSIDA', 'MSD 2032', 'Malta']"
C 108263,C 108263,Tal Widien LIMITED,11/4/2024,Active,"['122', ""TRIQ IL- WIED TA' L-IMSIDA"", 'BIRKIRKARA', 'BKR 9024', 'Malta']"
C 108264,C 108264,Industrial Equipment Supplier Limited,10/4/2024,Active,"['AGORA BUSINESS CENTRE LEVEL 2', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9020', 'Malta']"
C 108265,C 108265,Monte Esports Limited,11/4/2024,Active,"['LEVEL 3 (SUITE NO. 3021) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108266,C 108266,PROJECT DESIGN INTERNATIONAL LTD.,11/4/2024,Active,"['188 QUANTUM', ""VJAL IL- WIEHED U GHOXRIN TA' SETTEMBRU"", 'NAXXAR', 'NXR 1012', 'Malta']"
C 108267,C 108267,Lottomatrix Employee Trust Limited,11/4/2024,Active,"['10 LEVEL 3', 'TRIQ LAPSI', 'SAN GILJAN', 'STJ 1261', 'Malta']"
C 108268,C 108268,SG Tunisiana Limited,8/4/2024,Active,"['123', 'TRIQ MELITA', 'VALLETTA', 'VLT 1123', 'Malta']"
C 108269,C 108269,SANDROCK CAPITAL LTD.,9/4/2024,Active,"['103', 'TRIQ L- ARCISQOF', 'VALLETTA', 'VLT 1446', 'Malta']"
C 108270,C 108270,LOU CARE ENTERPRISE LTD.,27-03-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108271,C 108271,BIONDINA LIMITED,10/4/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
